Text,Result
선생님이 친절하시고 설명을잘해주셔서 좋아요 ㅎㅎ,"긍정 확률: 47.30%, 부정 확률: 52.70%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
💛,"긍정 확률: 44.58%, 부정 확률: 55.42%"
어머니 임플란트때문에 보험관련해서도 궁금한게 많았고 요즘에는 어떤식으로 수술하는지 궁금했는데 자세하게 설명해주시니 좋더라구요. 경험도 많아보이시고 친절하셔서 더 믿음이 가네요. 앞으로 잘부탁드립니다~!,"긍정 확률: 57.38%, 부정 확률: 42.62%"
원장님이 너무 친절하시고 설명도 차분하게 잘 해주십니다 ! 과잉진료 절대 없습니다 ! 근처에 치과가 많아서 어디갈지 고민했는디 여기 오기 너무 잘했어요! 원래 리뷰 잘 안쓰는데 너무 좋아서 더 잘 됐으면 좋겠는 마음에 리뷰 남깁니다 번창하세요~! ,"긍정 확률: 52.06%, 부정 확률: 47.94%"
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
할머니가 틀니를 오래 착용하셔서 이것저것 알아보려고 방문했습니다. 보험 적용이 가능한 부분도 잘 설명해주시고 비용도 최대한 부담적게끔 맞춰주셔서 치료 잘 받고 왔습니다. 감사했습니다.,"긍정 확률: 58.08%, 부정 확률: 41.92%"
검진 받으러 들렀는데 꼼꼼하시더라구요 지나가다 들린거였는데 앞으로 정착할거같아요,"긍정 확률: 48.05%, 부정 확률: 51.95%"
치과를 엄청 무서워하는데..선생님들 다들 너무 친절하셔서 잘하고왔네욤ㅎㅎㅎ감사합니다.. 여러분 치과는 미루지 마세여ㅠㅠㅋㅋㅋ,"긍정 확률: 56.19%, 부정 확률: 43.81%"
 치과 검색하다가 후기도 좋고 원장님 인상도 엄청 좋으시구 한자리에서 오래 진료하셨다고 하니 믿음이 가서 방문했어요ㅎㅎ 오래 유지 한곳은 역시나 이유가 있었네요! 상담도 직접해주시고 치료 잘 받고 왔습니다~!,"긍정 확률: 52.08%, 부정 확률: 47.92%"
ㅈㅎㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하시고 과잉진료 없어요. 마취주사도 안아프고 치료 잘 받았어요~,"긍정 확률: 57.70%, 부정 확률: 42.30%"
너무 친절하시고 설명 꼼꼼하게 잘해주시더라구요 ㅎㅎ 설명도 자세하게 잘해주시고 과잉진료 없고 원장님이 계속 치료해주시니까 따로 이전 치료 설명 안해도 되서 편해서 좋았어요,"긍정 확률: 51.74%, 부정 확률: 48.26%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
자세히설명해주세요마취도아프지않게하세요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
!,"긍정 확률: 41.09%, 부정 확률: 58.91%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
진료잘함,"긍정 확률: 40.94%, 부정 확률: 59.06%"
구,"긍정 확률: 40.94%, 부정 확률: 59.06%"
ㅊㄴ절해ㅣㅛ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
죻으요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
의료진들이 친절하고 진료와 처방이 저에게는 너무 잘 맞네요. 찾기 힘들었던 한의원이에요. 😀,"긍정 확률: 58.13%, 부정 확률: 41.87%"
의사 선생님 꼼꼼하게 봐주시고 간호사 분들이 정말 친절하셔서 정말 좋와요 치료받고 통증이 많이 사라졌습니다~~,"긍정 확률: 50.23%, 부정 확률: 49.77%"
자연한의원 원장님 진료도 잘 봐주시고 직원들이 너무 친절해서 좋네요. 아픈곳도 금방 회복되서 좋습니다,"긍정 확률: 54.01%, 부정 확률: 45.99%"
친절하시고 아픈부위가 빠르게 해결되어서 좋아요^^,"긍정 확률: 43.29%, 부정 확률: 56.71%"
친절하게 잘 대해주시고! 침도 처음맞앗는데 안아프게 잘 놓아주셨어용 감사합니당!,"긍정 확률: 48.62%, 부정 확률: 51.38%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
병원이 깨끗하고 원장님이 친절하시고 진료도 엄청 잘보세요!! 간호사 선생님들도 엄청 친절하세요! 여기 다니고 어깨 아픈게 너무 좋아졌어요!,"긍정 확률: 52.05%, 부정 확률: 47.95%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절한안내 침치료 너무너무 좋습니다 최고,"긍정 확률: 48.21%, 부정 확률: 51.79%"
미용말고 치료목적도 진료 잘보세요 좋아요,"긍정 확률: 48.43%, 부정 확률: 51.57%"
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
의사샘이 초스피드로 진료를 잘 봐주세요~,"긍정 확률: 48.28%, 부정 확률: 51.72%"
먼 휴무여 ㅡㅡ,"긍정 확률: 46.56%, 부정 확률: 53.44%"
의사선생님 직원 모두 친절하십시다. 코로나 후유증으로 수액 맞았어요. 혈관도 한번에 찾아주셔서 감사합니다🍀,"긍정 확률: 55.68%, 부정 확률: 44.32%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
진료 잘하심,"긍정 확률: 40.36%, 부정 확률: 59.64%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
"원장님,간호사님 친절해요 ","긍정 확률: 53.50%, 부정 확률: 46.50%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아좋아,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절 하시구 좋앙ㆍㅡ,"긍정 확률: 43.45%, 부정 확률: 56.55%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 좋았어요 ,"긍정 확률: 43.25%, 부정 확률: 56.75%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
효과가 좋아요,"긍정 확률: 47.36%, 부정 확률: 52.64%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
제가 몇년째 건강검진 받으러 갔는데  간호사님들 정말 친절하시구   편안하게 해주십니당~^^👍,"긍정 확률: 47.32%, 부정 확률: 52.68%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
동네애서 자주가는병원이에요,"긍정 확률: 45.48%, 부정 확률: 54.52%"
일요일에도  진료합니다 ,"긍정 확률: 44.19%, 부정 확률: 55.81%"
친절하고 신속하게 처리,"긍정 확률: 40.28%, 부정 확률: 59.72%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절합니다~,"긍정 확률: 47.15%, 부정 확률: 52.85%"
친저해요~^^,"긍정 확률: 41.60%, 부정 확률: 58.40%"
장스 소아과 아이병원,"긍정 확률: 44.39%, 부정 확률: 55.61%"
좋아요 선생님 간호사분들도 친절해요,"긍정 확률: 44.84%, 부정 확률: 55.16%"
365일 하고 야간까지 하구요 의사쌤 많으세요 유아입원 병동도 있어서 좋아요 ,"긍정 확률: 48.15%, 부정 확률: 51.85%"
바로 독감 코로나 아데노 검사까지 가능한 곳이네요~ ,"긍정 확률: 45.87%, 부정 확률: 54.13%"
항상 사람이많고 오래기다리고...,"긍정 확률: 57.56%, 부정 확률: 42.44%"
입원기간동안 편히 지냈어요,"긍정 확률: 43.96%, 부정 확률: 56.04%"
소아과인포 불친절 .소아병동입원 간호사들 친절 .병실 컨디션 습함 !물샌흔적 실제로 물살짝식 고임  벽에물샌자국들  ....오래된병원...,"긍정 확률: 59.62%, 부정 확률: 40.38%"
장스소아과 ,"긍정 확률: 47.24%, 부정 확률: 52.76%"
일요일이라서 예약어플도 안되고 선생님 두분이서 진료하셔서 한시간대기는기본  한시간 반만에 진료....,"긍정 확률: 58.95%, 부정 확률: 41.05%"
잘봐주시는듯?,"긍정 확률: 48.02%, 부정 확률: 51.98%"
일요일에도 진료가 되서 좋습니다~! 생각보다 친절하게 잘 설명해주시고 꼼꼼해서 좋았습니다!,"긍정 확률: 49.97%, 부정 확률: 50.03%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
간호사님 친절하네요,"긍정 확률: 42.43%, 부정 확률: 57.57%"
"이인식원장님, 간호사선생님들 다친절하시고 좋아요 근데 화장실 환자들 소변검사도 잦은데 폰이나 컵올려둘 선반, 가방걸이같은 기본시설이 부족해서 불편합니다 진료실 내에 탈의실 도 열악.. 오래된 병원이라 시설부분이 아쉽습니다내용 더보기","긍정 확률: 56.53%, 부정 확률: 43.47%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
주차편해요,"긍정 확률: 42.22%, 부정 확률: 57.78%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
박범승 원장님 감사합니다.  낯설고 두려운 여성과 진료 덕분에 편안하게 잘 받았습니다. 장스는 늦게까지 그리고 일요일도 진료해서 너무 좋습니다. 오래 번창했음 좋겠어요 :) ,"긍정 확률: 55.86%, 부정 확률: 44.14%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
늘 환자가 많은데  날씨가 갑자기 추워져서인지  진료 금방 봐서 굿. 늘 친절해서 좋아요~내용 더보기,"긍정 확률: 57.18%, 부정 확률: 42.82%"
ㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
선 채로 진료 보는 샘 멋지심,"긍정 확률: 41.89%, 부정 확률: 58.11%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
오래된 의원이예요.,"긍정 확률: 49.28%, 부정 확률: 50.72%"
ㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
좋습니다,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요좋아요좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
항상 환자의 이야기를 잘 들어주시고 공감해주셔서 감사해요~  간호사분도 친절합니다😀 ,"긍정 확률: 49.74%, 부정 확률: 50.26%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
엄청 친절하세요,"긍정 확률: 41.86%, 부정 확률: 58.14%"
친절합니다,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절합니다.,"긍정 확률: 57.35%, 부정 확률: 42.65%"
진짜 다신 안 갈 것 같아요 이름 모를 가려움증에 갔는데 증상 말하고 있는데 말 끊고 피부 보여달라고 갑자기 짜증내질 않나 그 자리에서 따질려다가 그냥 나왔네요 ,"긍정 확률: 51.02%, 부정 확률: 48.98%"
친절하고 깨끗한 내과,"긍정 확률: 43.27%, 부정 확률: 56.73%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 꼼꼼히 잘 봐주세요~,"긍정 확률: 46.51%, 부정 확률: 53.49%"
친절하시고 꼼꼼하시고 설명 잘 해주세요,"긍정 확률: 43.64%, 부정 확률: 56.36%"
괜찮아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
얼굴만큼이나 표정도 밝고 이쁘신 원장님 덕에   항상 기분좋게 다녀오는 곳입니다^^,"긍정 확률: 48.25%, 부정 확률: 51.75%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 좋아요 ,"긍정 확률: 43.25%, 부정 확률: 56.75%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
몇년전부터 다니던 치과 입니다.  검진 할때도 과잉 진료 안하시고  다시 아플때 오라고 하시던 선생님 말씀이  감사해서 이사 하고도 일부러 찾아갑니다. 진료 받은 치아 몇년 지나도 튼 튼해요. 오늘도 치료 너무 잘받았습니다.  정말 감사 드려서 리뷰로 마음 전해봅니다~내용 더보기,"긍정 확률: 57.78%, 부정 확률: 42.22%"
동네 한의원 ,"긍정 확률: 42.65%, 부정 확률: 57.35%"
"의사셈  친절하고  꼼꼼하게  치료하세요,   강추!","긍정 확률: 51.37%, 부정 확률: 48.63%"
의사선생님  친절하시고   좋으십니다!,"긍정 확률: 43.62%, 부정 확률: 56.38%"
의사선생님 간호사선생님 다들 힘드실텐데 친절하게 정성껏 봐주십니다,"긍정 확률: 45.88%, 부정 확률: 54.12%"
진맥이마음에들어요,"긍정 확률: 44.48%, 부정 확률: 55.52%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
원장님이 친절하세요 진료잘받고왔어요,"긍정 확률: 47.48%, 부정 확률: 52.52%"
선생님이 친절해요,"긍정 확률: 42.03%, 부정 확률: 57.97%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
비쌈ㅡㅡ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
가까워서이용했습니다.,"긍정 확률: 47.56%, 부정 확률: 52.44%"
가까워서이용합니다.,"긍정 확률: 47.56%, 부정 확률: 52.44%"
데스크 선생님 의사 선생님 모두 친절하세요~! 자세하고 꼼꼼하게 봐주심!!  설명을 엄청 잘해주심!! 집 근처라 더 좋고 정기검진 받으러 쭉 갈라구용내용 더보기,"긍정 확률: 49.19%, 부정 확률: 50.81%"
간호사님 친절해요,"긍정 확률: 42.35%, 부정 확률: 57.65%"
굿~,"긍정 확률: 39.47%, 부정 확률: 60.53%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
환자한테 수치심 좀 안 줬으면 좋겠음,"긍정 확률: 44.69%, 부정 확률: 55.31%"
영양제수액맞음..,"긍정 확률: 51.01%, 부정 확률: 48.99%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
선생님꺼서 설명을 친절하게 잘 해주세요 ,"긍정 확률: 46.47%, 부정 확률: 53.53%"
간호사님들 친절하세요^^,"긍정 확률: 44.62%, 부정 확률: 55.38%"
잘 해요,"긍정 확률: 42.41%, 부정 확률: 57.59%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
친절하고좋아요👍👍🤭,"긍정 확률: 44.58%, 부정 확률: 55.42%"
8월 셋째주 부터 매주 토요일에 내원하고 있어요.  비만치료로 처방전 받고 복용중인데요 안빠지던 살이 조금씩 빠지고 있어요~  간호사님도 친철하게 접수 받아주시고.. 원장님도 차근 차근 설명해주시고.. 매주 체중을 제면서 어떻게 해야하는지 말씀해 주시고요. 다음주에 내원할때는 조금이라도  변화된 모습으로 갈려고  먹는것도 군것질 안할려고 노력하고 있지만   무엇보단 운동을 해야겠더라고요.  💊약도 몸에 무리가 가지 않도록  잠도 잘 잘수 있고 심장이 두근두근 거리는거 없이  신경이 예민해 지지도 않게  처방을 잘 해주세요~^^내용 더보기,"긍정 확률: 58.44%, 부정 확률: 41.56%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절한 원장샘께서 설명도 잘 해주시고 잘 이해할수 있었습니다. 피부과 좋은 병원 찾았네요!,"긍정 확률: 52.53%, 부정 확률: 47.47%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
ㅡ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고  좋아요,"긍정 확률: 43.25%, 부정 확률: 56.75%"
의사선생님  진료 잘 봐주세요~~  비싼거 막 권유하는스타일도 아니시고 좋음!,"긍정 확률: 48.06%, 부정 확률: 51.94%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
가까워서 갔는데 원장님이 친절하게 잘 진료해주시고 약간 민망한 부위였는데 간호사선생님 불러서 진료봤는데 배려해주신거같아서 좋았어용 ,"긍정 확률: 49.72%, 부정 확률: 50.28%"
친절하고 잘봐주세요~~,"긍정 확률: 46.52%, 부정 확률: 53.48%"
친절하게 설명 잘해주시고 병원시설도 깨끗하고 간호사분들도 친절하심,"긍정 확률: 44.51%, 부정 확률: 55.49%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
아들 사랑니 뽑음ㅠㅅㅠ 중딩이라 넘 빠른가?  싶지만!  정현구쌤 믿으니까^^ 늘 친절하신 쌤♥︎ 더 친절하신 간호사쌤들♥︎ 결혼전 부터 다니는 곳이라 멀어도 꼭!! 정기검진 감.내용 더보기,"긍정 확률: 53.80%, 부정 확률: 46.20%"
의사쌤 말씀이 좀 투머치하시지만 ㅎㅎ 친절하시고  과잉진료 없으셔욤😃,"긍정 확률: 50.11%, 부정 확률: 49.89%"
"원장님과 직원분들도 친절 하시고, 꼼꼼하게 진료해 주셔서 감사해요 ","긍정 확률: 50.71%, 부정 확률: 49.29%"
늘 친절하고 자세하게 진료봐주셔서 감사드립니다. 과잉진료도 없고 좋아요,"긍정 확률: 56.70%, 부정 확률: 43.30%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 TMI ㅎ,"긍정 확률: 45.13%, 부정 확률: 54.87%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
당장 아픈 사정 봐준 곳은 이곳 뿐!,"긍정 확률: 43.38%, 부정 확률: 56.62%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
치아때문에 항상 세심하게 진료해주는 병원,"긍정 확률: 42.14%, 부정 확률: 57.86%"
설명과 치료도 잘 합니다,"긍정 확률: 45.08%, 부정 확률: 54.92%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
한의사분이 친절해요,"긍정 확률: 42.81%, 부정 확률: 57.19%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
봉침 맞고 있는데 효과 있길 바래요^^,"긍정 확률: 43.93%, 부정 확률: 56.07%"
친절하세요 ,"긍정 확률: 41.28%, 부정 확률: 58.72%"
조아요 조어요 조아요 조아요 조어요,"긍정 확률: 49.22%, 부정 확률: 50.78%"
조아요 조아요 조어요 조어요,"긍정 확률: 47.66%, 부정 확률: 52.34%"
💕,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
맛있어요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
늘 한결같이 친절한곳!!!!!!,"긍정 확률: 45.84%, 부정 확률: 54.16%"
간사사분들이모두친절하셔요,"긍정 확률: 44.03%, 부정 확률: 55.97%"
치료 잘해줍니다,"긍정 확률: 41.78%, 부정 확률: 58.22%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하게 상담 잘해줘요,"긍정 확률: 43.28%, 부정 확률: 56.72%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절히 잘해줘요,"긍정 확률: 41.45%, 부정 확률: 58.55%"
에효 ㅠㅠ잘받고갑니다 친절하세요,"긍정 확률: 45.41%, 부정 확률: 54.59%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅇㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요!!,"긍정 확률: 40.16%, 부정 확률: 59.84%"
ㅇㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
👍 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하세요^^,"긍정 확률: 43.59%, 부정 확률: 56.41%"
친절합니다 ,"긍정 확률: 40.78%, 부정 확률: 59.22%"
친절합니다 설명 잘 해주세요.,"긍정 확률: 55.82%, 부정 확률: 44.18%"
ㅇ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
^^,"긍정 확률: 39.31%, 부정 확률: 60.69%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
"7호선 사가정역 근처에 있는 '면목보건분소' 직원분들 간호사쌤, 의사쌤 황송할 정도로 너무너무 친절합니다. 문의전화 드렸을때도 엄청 친절하게 설명을 잘해주셨었는데, 직접 방문해 서 B형간염 주사를 맞았는데 접수창구 남,여직원 모두 엄청 친절한 미소로 응대해 주셨고, 의사쌤께서는 친절하게 다음 3차 접종일자까지 포스트잍에 적어주셨습니다.  간호사쌤은 친 절하게 주의사항까지 직접 읽어주시며 세심하게 챙겨주셨습니다. 정말로 면목보건분소분들 감동 입니다. 오늘 너무 감사했습니다^^내용 더보기","긍정 확률: 58.25%, 부정 확률: 41.75%"
예약만 되면 한방과에서 편안하게 침 맞아요^^,"긍정 확률: 45.80%, 부정 확률: 54.20%"
작지만 주민을위한 소중한 공간입니다^^❤,"긍정 확률: 45.08%, 부정 확률: 54.92%"
요점만 간단히 얘기해주면 좋겠네요  서술이 지루해요 환경은 좋은되 쯔 쯔,"긍정 확률: 49.46%, 부정 확률: 50.54%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
오늘 B형간염 예방접종을 받고왔어요~ 보건소 직원분들 모두 너무친절하시고~ 설명도 자세하게 잘해주세요~ 접종하고 대기하면서 보니까 연세 있으신 할머니 할아버지들이 보건분소 에서 하는업무 아닌데도 모르고 방문을 많이하시던데 모두 친절하게 설명해주시더라고요~  듣고있던 저도 피곤할것같은데~한결같이 친절하시고 너무 고생들하세요~🙏🏻🙏🏻내용 더보기,"긍정 확률: 49.21%, 부정 확률: 50.79%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
보건증 만들고 왔네요  코로나땐 다른 병원에 비싸게 검사했었는데~ 편해요,"긍정 확률: 46.20%, 부정 확률: 53.80%"
서류준비 .친절합니다.,"긍정 확률: 55.90%, 부정 확률: 44.10%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
긋,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
B형간염 예방주사 맞으러 왔어요 5800원에 맞았어요 진료봐주시는 의사선생님 꼼꼼하시고 친절하시고 설명 잘해주셔요. 주사놔주시는 분들도 친절하게 설명해주셔서 잘 이용하고 왔 습니다.내용 더보기,"긍정 확률: 56.29%, 부정 확률: 43.71%"
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절하세요 ,"긍정 확률: 41.28%, 부정 확률: 58.72%"
깨끗해요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
주민들 건강에 대해 잘 알고 있는 곳,"긍정 확률: 46.38%, 부정 확률: 53.62%"
검진하러  방문함,"긍정 확률: 42.02%, 부정 확률: 57.98%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㄴ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절하고 좋아요👍,"긍정 확률: 43.25%, 부정 확률: 56.75%"
치료후 통증이 줄고 생활습관이 개선되어 통증이 심해서 오래지속 될때 도수치료 받고있습니다~ 너무 만족합니다.,"긍정 확률: 55.55%, 부정 확률: 44.45%"
도수치료 실장님이 치료와 함께 전반적인 신체 관리법도 알려주셔서 도움이 많이 됐습니다,"긍정 확률: 50.50%, 부정 확률: 49.50%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
